Compound,X,GroupCat,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,r_VIIofB,CrystalRadiusofA,CrystalRadiusofAprime,CrystalRadiusofBprime,CrystalRadiusofB,IonicRadiiofB,IonicRadiiofBprime,IonicRadiiofA,IonicRadiiofAprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,ZungerRadiiofB,ZungerRadiiofBprime,ZungerRadiiofA,ZungerRadiiofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,rA,rB,ToleranceBVP,Vc
Ba2SrWO6,O,NaN,87.62,183.84,137.327,137.327,0.99,1.4,0.97,0.97,1.738,1.738,0.71,1.314,1.372,1.49,1.49,0.74,1.32,1.18,0.6,1.35,1.35,5.6949,7.864,5.2117,5.2117,0.95,1.7,0.89,0.89,1.42,1.22,1.515,1.515,1897,1897,1382,5555,20.6,20.6,22.5,4.5,3.62,3.62,2.64,19.3,51.8,51.8,84.8,284.5,727,727,777,3414,0.205,0.205,0.306,0.132,0.184,0.184,0.353,1.74,1.738,1.012,0.938141670089083,50.1374296635765
Ba2SrWO6,O,NaN,87.62,183.84,137.327,137.327,0.99,1.4,0.97,0.97,1.738,1.738,0.71,1.314,1.372,1.49,1.49,0.74,1.32,1.18,0.6,1.35,1.35,5.6949,7.864,5.2117,5.2117,0.95,1.7,0.89,0.89,1.42,1.22,1.515,1.515,1897,1897,1382,5555,20.6,20.6,22.5,4.5,3.62,3.62,2.64,19.3,51.8,51.8,84.8,284.5,727,727,777,3414,0.205,0.205,0.306,0.132,0.184,0.184,0.353,1.74,1.738,1.012,0.938141670089083,50.1374296635765
Ba2TbBiO6,O,5,158.92534,208.98038,137.327,137.327,-300,1.67,0.97,0.97,1.738,1.738,0.917,1.078,1.136,1.49,1.49,0.9,1.063,0.92,0.76,1.35,1.35,5.8638,7.2856,5.2117,5.2117,-300,1.9,0.89,0.89,-300,0.92,1.515,1.515,1897,1897,3230,1564,20.6,20.6,10.3,13.4,3.62,3.62,8.23,9.79,51.8,51.8,67.9,53.3,727,727,1356,271.4,0.205,0.205,0.182,0.122,0.184,0.184,0.111,0.0787,1.738,0.9975,0.94430386905456,63.4926235338181
Ba2TbIrO6,O,3,158.92534,192.217,137.327,137.327,-300,1.55,0.97,0.97,1.738,1.738,0.773,1.078,1.136,1.49,1.49,0.71,1.063,0.92,0.57,1.35,1.35,5.8638,8.967,5.2117,5.2117,-300,2.2,0.89,0.89,-300,1.16,1.515,1.515,1897,1897,3230,4428,20.6,20.6,10.3,6.4,3.62,3.62,8.23,22.5,51.8,51.8,67.9,213.9,727,727,1356,2446,0.205,0.205,0.182,0.131,0.184,0.184,0.111,1.47,1.738,0.9255,0.976141789247456,65.4516374998446
Ba2TbNbO6,O,5,158.92534,92.90638,137.327,137.327,-300,1.23,0.97,0.97,1.738,1.738,0.768,1.078,1.136,1.49,1.49,0.78,1.063,0.92,0.64,1.35,1.35,5.8638,6.75885,5.2117,5.2117,-300,1.6,0.89,0.89,-300,1.23,1.515,1.515,1897,1897,3230,4744,20.6,20.6,10.3,7.3,3.62,3.62,8.23,8.57,51.8,51.8,67.9,323,727,727,1356,2477,0.205,0.205,0.182,0.265,0.184,0.184,0.111,0.537,1.738,0.923,0.977285884171562,65.5218327633514
Ba2TbOsO6,O,NaN,158.92534,190.23,137.327,137.327,-300,1.52,0.97,0.97,1.738,1.738,-300,1.078,1.136,1.49,1.49,0.715,1.063,0.92,0.58,1.35,1.35,5.8638,8.4382,5.2117,5.2117,-300,2.2,0.89,0.89,-300,1.17,1.515,1.515,1897,1897,3230,5012,20.6,20.6,10.3,5.1,3.62,3.62,8.23,22.59,51.8,51.8,67.9,304.1,727,727,1356,3033,0.205,0.205,0.182,0.13,0.184,0.184,0.111,0.876,1.738,-149.461,-300,-1.03162463820319
Ba2TbReO6,O,3,158.92534,186.207,137.327,137.327,-300,1.46,0.97,0.97,1.738,1.738,0.717,1.078,1.136,1.49,1.49,0.72,1.063,0.92,0.58,1.35,1.35,5.8638,7.8335,5.2117,5.2117,-300,1.9,0.89,0.89,-300,1.19,1.515,1.515,1897,1897,3230,5596,20.6,20.6,10.3,6.2,3.62,3.62,8.23,20.8,51.8,51.8,67.9,324.5,727,727,1356,3186,0.205,0.205,0.182,0.137,0.184,0.184,0.111,0.479,1.738,0.8975,0.989110695581467,66.2465198663751
Ba2TbSbO6,O,3,158.92534,121.76,137.327,137.327,-300,1.82,0.97,0.97,1.738,1.738,0.799,1.078,1.136,1.49,1.49,0.74,1.063,0.92,0.6,1.35,1.35,5.8638,8.6084,5.2117,5.2117,-300,2.05,0.89,0.89,-300,0.83,1.515,1.515,1897,1897,3230,1587,20.6,20.6,10.3,11,3.62,3.62,8.23,6.68,51.8,51.8,67.9,162.5,727,727,1356,630.63,0.205,0.205,0.182,0.207,0.184,0.184,0.111,0.243,1.738,0.9385,0.970235415842654,65.0890332112611
Ba2TbSnO6,O,NaN,158.92534,118.71,137.327,137.327,-300,1.72,0.97,0.97,1.738,1.738,0.845,-300,0,1.49,1.49,0.83,0.9,0.76,0.69,1.35,1.35,5.8638,7.3439,5.2117,5.2117,-300,1.96,0.89,0.89,-300,0.88,1.515,1.515,1897,1897,3230,2602,20.6,20.6,10.3,22,3.62,3.62,8.23,7.26,51.8,51.8,67.9,60.4,727,727,1356,231.93,0.205,0.205,0.182,0.227,0.184,0.184,0.111,0.666,1.738,-149.5775,-300,94.7362578516452
Ba2TbTaO6,O,NaN,158.92534,180.9479,137.327,137.327,-300,1.33,0.97,0.97,1.738,1.738,0.777,1.078,1.136,1.49,1.49,0.78,1.063,0.92,0.64,1.35,1.35,5.8638,7.5496,5.2117,5.2117,-300,1.5,0.89,0.89,-300,1.28,1.515,1.515,1897,1897,3230,5458,20.6,20.6,10.3,6.3,3.62,3.62,8.23,16.4,51.8,51.8,67.9,202.1,727,727,1356,3007,0.205,0.205,0.182,0.14,0.184,0.184,0.111,0.575,1.738,0.9275,0.975228440204885,65.3955894872341
Ba2TiNbO6,O,NaN,47.867,92.90638,137.327,137.327,1.32,1.23,0.97,0.97,1.738,1.738,0.768,0.837,0.895,1.49,1.49,0.78,0.81,0.67,0.64,1.35,1.35,6.8281,6.75885,5.2117,5.2117,1.54,1.6,0.89,0.89,1.15,1.23,1.515,1.515,1897,1897,3287,4744,20.6,20.6,8.6,7.3,3.62,3.62,4.51,8.57,51.8,51.8,295.6,323,727,727,1670,2477,0.205,0.205,0.522,0.265,0.184,0.184,0.219,0.537,1.738,0.8025,1.03580163524867,69.6406224552495
Ba2TiPuO6,O,NaN,47.867,244.0642,137.327,137.327,1.32,-300,0.97,0.97,1.738,1.738,1.022,0.755,0.812,1.49,1.49,1,0.745,0.61,0.86,1.35,1.35,6.8281,6.0262,5.2117,5.2117,1.54,1.3,0.89,0.89,1.15,-300,1.515,1.515,1897,1897,3287,3228,20.6,20.6,8.6,46.7,3.62,3.62,4.51,19.7,51.8,51.8,295.6,11.6,727,727,1670,640,0.205,0.205,0.522,-300,0.184,0.184,0.219,0.0674,1.738,0.8885,0.993352771473882,71.6842599959974
Ba2TiTaO6,O,NaN,47.867,180.9479,137.327,137.327,1.32,1.33,0.97,0.97,1.738,1.738,0.777,0.837,0.895,1.49,1.49,0.78,0.81,0.67,0.64,1.35,1.35,6.8281,7.5496,5.2117,5.2117,1.54,1.5,0.89,0.89,1.15,1.28,1.515,1.515,1897,1897,3287,5458,20.6,20.6,8.6,6.3,3.62,3.62,4.51,16.4,51.8,51.8,295.6,202.1,727,727,1670,3007,0.205,0.205,0.522,0.14,0.184,0.184,0.219,0.575,1.738,0.807,1.03349072431232,69.4980259527501
Ba2TiUO6,O,NaN,47.867,238.02891,137.327,137.327,1.32,-300,0.97,0.97,1.738,1.738,1.052,0.755,0.812,1.49,1.49,1.03,0.745,0.61,0.89,1.35,1.35,6.8281,6.19405,5.2117,5.2117,1.54,1.7,0.89,0.89,1.15,-300,1.515,1.515,1897,1897,3287,4131,20.6,20.6,8.6,13.9,3.62,3.62,4.51,19.1,51.8,51.8,295.6,38.4,727,727,1670,1135,0.205,0.205,0.522,0.116,0.184,0.184,0.219,0.276,1.738,0.9035,0.986302716317928,71.2142420451123
Ba2TlBiO6,O,NaN,204.3833,208.98038,137.327,137.327,1.44,1.67,0.97,0.97,1.738,1.738,0.917,1.049,1.107,1.49,1.49,0.9,1.025,0.89,0.76,1.35,1.35,6.1082,7.2856,5.2117,5.2117,1.8,1.9,0.89,0.89,1.015,0.92,1.515,1.515,1897,1897,1473,1564,20.6,20.6,29.9,13.4,3.62,3.62,11.8,9.79,51.8,51.8,20.3,53.3,727,727,304,271.4,0.205,0.205,0.129,0.122,0.184,0.184,0.461,0.0787,1.738,0.983,0.950547556287251,63.9335375443737
Ba2TlSbO6,O,3,204.3833,121.76,137.327,137.327,1.44,1.82,0.97,0.97,1.738,1.738,0.799,1.049,1.107,1.49,1.49,0.74,1.025,0.89,0.6,1.35,1.35,6.1082,8.6084,5.2117,5.2117,1.8,2.05,0.89,0.89,1.015,0.83,1.515,1.515,1897,1897,1473,1587,20.6,20.6,29.9,11,3.62,3.62,11.8,6.68,51.8,51.8,20.3,162.5,727,727,304,630.63,0.205,0.205,0.129,0.207,0.184,0.184,0.461,0.243,1.738,0.924,0.976827924525746,65.5524788840636
Ba2TlTaO6,O,NaN,204.3833,180.9479,137.327,137.327,1.44,1.33,0.97,0.97,1.738,1.738,0.777,1.049,1.107,1.49,1.49,0.78,1.025,0.89,0.64,1.35,1.35,6.1082,7.5496,5.2117,5.2117,1.8,1.5,0.89,0.89,1.015,1.28,1.515,1.515,1897,1897,1473,5458,20.6,20.6,29.9,6.3,3.62,3.62,11.8,16.4,51.8,51.8,20.3,202.1,727,727,304,3007,0.205,0.205,0.129,0.14,0.184,0.184,0.461,0.575,1.738,0.913,0.981889209108781,65.8634266011352
Ba2TmBiO6,O,NaN,168.93421,208.98038,137.327,137.327,-300,1.67,0.97,0.97,1.738,1.738,0.917,1.046,1.104,1.49,1.49,0.9,1.02,0.88,0.76,1.35,1.35,6.18431,7.2856,5.2117,5.2117,1.25,1.9,0.89,0.89,-300,0.92,1.515,1.515,1897,1897,1950,1564,20.6,20.6,13.3,13.4,3.62,3.62,9.32,9.79,51.8,51.8,99.7,53.3,727,727,1545,271.4,0.205,0.205,0.16,0.122,0.184,0.184,0.169,0.0787,1.738,0.9815,0.951198170631048,63.9794990999569
Ba2TmIrO6,O,NaN,168.93421,192.217,137.327,137.327,-300,1.55,0.97,0.97,1.738,1.738,0.773,1.046,1.104,1.49,1.49,0.71,1.02,0.88,0.57,1.35,1.35,6.18431,8.967,5.2117,5.2117,1.25,2.2,0.89,0.89,-300,1.16,1.515,1.515,1897,1897,1950,4428,20.6,20.6,13.3,6.4,3.62,3.62,9.32,22.5,51.8,51.8,99.7,213.9,727,727,1545,2446,0.205,0.205,0.16,0.131,0.184,0.184,0.169,1.47,1.738,0.9095,0.983510635026158,65.9691433128274
Ba2TmNbO6,O,3,168.93421,92.90638,137.327,137.327,-300,1.23,0.97,0.97,1.738,1.738,0.768,1.046,1.104,1.49,1.49,0.78,1.02,0.88,0.64,1.35,1.35,6.18431,6.75885,5.2117,5.2117,1.25,1.6,0.89,0.89,-300,1.23,1.515,1.515,1897,1897,1950,4744,20.6,20.6,13.3,7.3,3.62,3.62,9.32,8.57,51.8,51.8,99.7,323,727,727,1545,2477,0.205,0.205,0.16,0.265,0.184,0.184,0.169,0.537,1.738,0.907,0.984672078855901,66.0404535937228
Ba2TmOsO6,O,NaN,168.93421,190.23,137.327,137.327,-300,1.52,0.97,0.97,1.738,1.738,-300,1.046,1.104,1.49,1.49,0.715,1.02,0.88,0.58,1.35,1.35,6.18431,8.4382,5.2117,5.2117,1.25,2.2,0.89,0.89,-300,1.17,1.515,1.515,1897,1897,1950,5012,20.6,20.6,13.3,5.1,3.62,3.62,9.32,22.59,51.8,51.8,99.7,304.1,727,727,1545,3033,0.205,0.205,0.16,0.13,0.184,0.184,0.169,0.876,1.738,-149.477,-300,-1.03149709903257
Ba2TmReO6,O,3,168.93421,186.207,137.327,137.327,-300,1.46,0.97,0.97,1.738,1.738,0.717,1.046,1.104,1.49,1.49,0.72,1.02,0.88,0.58,1.35,1.35,6.18431,7.8335,5.2117,5.2117,1.25,1.9,0.89,0.89,-300,1.19,1.515,1.515,1897,1897,1950,5596,20.6,20.6,13.3,6.2,3.62,3.62,9.32,20.8,51.8,51.8,99.7,324.5,727,727,1545,3186,0.205,0.205,0.16,0.137,0.184,0.184,0.169,0.479,1.738,0.8815,0.996677404225648,66.7767226955841
Ba2TmRuO6,O,3,168.93421,101.07,137.327,137.327,-300,1.42,0.97,0.97,1.738,1.738,0.757,1.046,1.104,1.49,1.49,0.705,1.02,0.88,0.57,1.35,1.35,6.18431,7.3605,5.2117,5.2117,1.25,2.2,0.89,0.89,-300,1.145,1.515,1.515,1897,1897,1950,4150,20.6,20.6,13.3,6.4,3.62,3.62,9.32,12.1,51.8,51.8,99.7,381.8,727,727,1545,2333,0.205,0.205,0.16,0.238,0.184,0.184,0.169,1.17,1.738,0.9015,0.987236936271817,66.1978801756744
Ba2TmSbO6,O,NaN,168.93421,121.76,137.327,137.327,-300,1.82,0.97,0.97,1.738,1.738,0.799,1.046,1.104,1.49,1.49,0.74,1.02,0.88,0.6,1.35,1.35,6.18431,8.6084,5.2117,5.2117,1.25,2.05,0.89,0.89,-300,0.83,1.515,1.515,1897,1897,1950,1587,20.6,20.6,13.3,11,3.62,3.62,9.32,6.68,51.8,51.8,99.7,162.5,727,727,1545,630.63,0.205,0.205,0.16,0.207,0.184,0.184,0.169,0.243,1.738,0.9225,0.977515025058824,65.6007984910321
Ba2TmTaO6,O,NaN,168.93421,180.9479,137.327,137.327,-300,1.33,0.97,0.97,1.738,1.738,0.777,1.046,1.104,1.49,1.49,0.78,1.02,0.88,0.64,1.35,1.35,6.18431,7.5496,5.2117,5.2117,1.25,1.5,0.89,0.89,-300,1.28,1.515,1.515,1897,1897,1950,5458,20.6,20.6,13.3,6.3,3.62,3.62,9.32,16.4,51.8,51.8,99.7,202.1,727,727,1545,3007,0.205,0.205,0.16,0.14,0.184,0.184,0.169,0.575,1.738,0.9115,0.982583450830988,65.9122058733098
Ba2VNbO6,O,NaN,50.9415,92.90638,137.327,137.327,1.45,1.23,0.97,0.97,1.738,1.738,0.768,0.789,0.847,1.49,1.49,0.78,0.78,0.64,0.64,1.35,1.35,6.7462,6.75885,5.2117,5.2117,1.63,1.6,0.89,0.89,1.09,1.23,1.515,1.515,1897,1897,3407,4744,20.6,20.6,8.4,7.3,3.62,3.62,6,8.57,51.8,51.8,422,323,727,727,1910,2477,0.205,0.205,0.489,0.265,0.184,0.184,0.307,0.537,1.738,0.7785,1.04830313851543,70.5235847425905
Ba2VTaO6,O,NaN,50.9415,180.9479,137.327,137.327,1.45,1.33,0.97,0.97,1.738,1.738,0.777,0.789,0.847,1.49,1.49,0.78,0.78,0.64,0.64,1.35,1.35,6.7462,7.5496,5.2117,5.2117,1.63,1.5,0.89,0.89,1.09,1.28,1.515,1.515,1897,1897,3407,5458,20.6,20.6,8.4,6.3,3.62,3.62,6,16.4,51.8,51.8,422,202.1,727,727,1910,3007,0.205,0.205,0.489,0.14,0.184,0.184,0.307,0.575,1.738,0.783,1.04593617207122,70.3773531972456
Ba2YbBiO6,O,5,173.04,208.98038,137.327,137.327,-300,1.67,0.97,0.97,1.738,1.738,0.917,1.011,1.069,1.49,1.49,0.9,1.008,-300,0.76,1.35,1.35,6.25416,7.2856,5.2117,5.2117,-300,1.9,0.89,0.89,-300,0.92,1.515,1.515,1897,1897,1196,1564,20.6,20.6,26.3,13.4,3.62,3.62,6.9,9.79,51.8,51.8,44.3,53.3,727,727,819,271.4,0.205,0.205,0.154,0.122,0.184,0.184,0.385,0.0787,1.738,0.964,0.958855009631068,64.5206413576163
Ba2YBiO6,O,3,88.90585,208.98038,137.327,137.327,1.11,1.67,0.97,0.97,1.738,1.738,0.917,1.065,1.123,1.49,1.49,0.9,1.04,0.9,0.76,1.35,1.35,6.2171,7.2856,5.2117,5.2117,1.22,1.9,0.89,0.89,1.32,0.92,1.515,1.515,1897,1897,3345,1564,20.6,20.6,10.6,13.4,3.62,3.62,4.47,9.79,51.8,51.8,128,53.3,727,727,1522,271.4,0.205,0.205,0.298,0.122,0.184,0.184,0.172,0.0787,1.738,0.991,0.947092590158084,63.6895202603629
Ba2YbIrO6,O,NaN,173.04,192.217,137.327,137.327,-300,1.55,0.97,0.97,1.738,1.738,0.773,1.011,1.069,1.49,1.49,0.71,1.008,-300,0.57,1.35,1.35,6.25416,8.967,5.2117,5.2117,-300,2.2,0.89,0.89,-300,1.16,1.515,1.515,1897,1897,1196,4428,20.6,20.6,26.3,6.4,3.62,3.62,6.9,22.5,51.8,51.8,44.3,213.9,727,727,819,2446,0.205,0.205,0.154,0.131,0.184,0.184,0.385,1.47,1.738,0.892,0.991698758771619,66.5446173221895
Ba2YbMoO6,O,NaN,173.04,95.94,137.327,137.327,-300,1.3,0.97,0.97,1.738,1.738,0.707,1.011,1.069,1.49,1.49,0.75,1.008,-300,0.61,1.35,1.35,6.25416,7.09243,5.2117,5.2117,-300,2.16,0.89,0.89,-300,1.22,1.515,1.515,1897,1897,1196,4639,20.6,20.6,26.3,4.8,3.62,3.62,6.9,10.2,51.8,51.8,44.3,390.7,727,727,819,2622,0.205,0.205,0.154,0.251,0.184,0.184,0.385,1.38,1.738,0.859,1.00751609035183,67.5153295725755
Ba2YbNbO6,O,3,173.04,92.90638,137.327,137.327,-300,1.23,0.97,0.97,1.738,1.738,0.768,1.011,1.069,1.49,1.49,0.78,1.008,-300,0.64,1.35,1.35,6.25416,6.75885,5.2117,5.2117,-300,1.6,0.89,0.89,-300,1.23,1.515,1.515,1897,1897,1196,4744,20.6,20.6,26.3,7.3,3.62,3.62,6.9,8.57,51.8,51.8,44.3,323,727,727,819,2477,0.205,0.205,0.154,0.265,0.184,0.184,0.385,0.537,1.738,0.8895,0.992879633692756,66.6171778474132
Ba2YbOsO6,O,NaN,173.04,190.23,137.327,137.327,-300,1.52,0.97,0.97,1.738,1.738,-300,1.011,1.069,1.49,1.49,0.715,1.008,-300,0.58,1.35,1.35,6.25416,8.4382,5.2117,5.2117,-300,2.2,0.89,0.89,-300,1.17,1.515,1.515,1897,1897,1196,5012,20.6,20.6,26.3,5.1,3.62,3.62,6.9,22.59,51.8,51.8,44.3,304.1,727,727,819,3033,0.205,0.205,0.154,0.13,0.184,0.184,0.385,0.876,1.738,-149.4945,-300,-1.03135763916823
Ba2YbReO6,O,3,173.04,186.207,137.327,137.327,-300,1.46,0.97,0.97,1.738,1.738,0.717,1.011,1.069,1.49,1.49,0.72,1.008,-300,0.58,1.35,1.35,6.25416,7.8335,5.2117,5.2117,-300,1.9,0.89,0.89,-300,1.19,1.515,1.515,1897,1897,1196,5596,20.6,20.6,26.3,6.2,3.62,3.62,6.9,20.8,51.8,51.8,44.3,324.5,727,727,819,3186,0.205,0.205,0.154,0.137,0.184,0.184,0.385,0.479,1.738,0.864,1.00508717017259,67.3664355675438
Ba2YbRuO6,O,3,173.04,101.07,137.327,137.327,-300,1.42,0.97,0.97,1.738,1.738,0.757,1.011,1.069,1.49,1.49,0.705,1.008,-300,0.57,1.35,1.35,6.25416,7.3605,5.2117,5.2117,-300,2.2,0.89,0.89,-300,1.145,1.515,1.515,1897,1897,1196,4150,20.6,20.6,26.3,6.4,3.62,3.62,6.9,12.1,51.8,51.8,44.3,381.8,727,727,819,2333,0.205,0.205,0.154,0.238,0.184,0.184,0.385,1.17,1.738,0.884,0.995487483733497,66.7773693492003
Ba2YbSbO6,O,3,173.04,121.76,137.327,137.327,-300,1.82,0.97,0.97,1.738,1.738,0.799,1.011,1.069,1.49,1.49,0.74,1.008,-300,0.6,1.35,1.35,6.25416,8.6084,5.2117,5.2117,-300,2.05,0.89,0.89,-300,0.83,1.515,1.515,1897,1897,1196,1587,20.6,20.6,26.3,11,3.62,3.62,6.9,6.68,51.8,51.8,44.3,162.5,727,727,819,630.63,0.205,0.205,0.154,0.207,0.184,0.184,0.385,0.243,1.738,0.905,0.985603210845363,66.1698363002143
Ba2YbTaO6,O,3,173.04,180.9479,137.327,137.327,-300,1.33,0.97,0.97,1.738,1.738,0.777,1.011,1.069,1.49,1.49,0.78,1.008,-300,0.64,1.35,1.35,6.25416,7.5496,5.2117,5.2117,-300,1.5,0.89,0.89,-300,1.28,1.515,1.515,1897,1897,1196,5458,20.6,20.6,26.3,6.3,3.62,3.62,6.9,16.4,51.8,51.8,44.3,202.1,727,727,819,3007,0.205,0.205,0.154,0.14,0.184,0.184,0.385,0.575,1.738,0.894,0.990756079343128,66.4866826120549
Ba2YbUO6,O,NaN,173.04,238.02891,137.327,137.327,-300,-300,0.97,0.97,1.738,1.738,0.932,1.011,1.069,1.49,1.49,0.9,1.008,-300,0.76,1.35,1.35,6.25416,6.19405,5.2117,5.2117,-300,1.7,0.89,0.89,-300,-300,1.515,1.515,1897,1897,1196,4131,20.6,20.6,26.3,13.9,3.62,3.62,6.9,19.1,51.8,51.8,44.3,38.4,727,727,819,1135,0.205,0.205,0.154,0.116,0.184,0.184,0.385,0.276,1.738,0.9715,0.955558464789339,64.3168686211111
Ba2YIrO6,O,3,88.90585,192.217,137.327,137.327,1.11,1.55,0.97,0.97,1.738,1.738,0.773,1.065,1.123,1.49,1.49,0.71,1.04,0.9,0.57,1.35,1.35,6.2171,8.967,5.2117,5.2117,1.22,2.2,0.89,0.89,1.32,1.16,1.515,1.515,1897,1897,3345,4428,20.6,20.6,10.6,6.4,3.62,3.62,4.47,22.5,51.8,51.8,128,213.9,727,727,1522,2446,0.205,0.205,0.298,0.131,0.184,0.184,0.172,1.47,1.738,0.919,0.979122024865168,65.6608918713748
Ba2YIrO6,O,3,88.90585,192.217,137.327,137.327,1.11,1.55,0.97,0.97,1.738,1.738,0.773,1.065,1.123,1.49,1.49,0.71,1.04,0.9,0.57,1.35,1.35,6.2171,8.967,5.2117,5.2117,1.22,2.2,0.89,0.89,1.32,1.16,1.515,1.515,1897,1897,3345,4428,20.6,20.6,10.6,6.4,3.62,3.62,4.47,22.5,51.8,51.8,128,213.9,727,727,1522,2446,0.205,0.205,0.298,0.131,0.184,0.184,0.172,1.47,1.738,0.919,0.979122024865168,65.6608918713748
Ba2YMoO6,O,3,88.90585,95.94,137.327,137.327,1.11,1.3,0.97,0.97,1.738,1.738,0.707,1.065,1.123,1.49,1.49,0.75,1.04,0.9,0.61,1.35,1.35,6.2171,7.09243,5.2117,5.2117,1.22,2.16,0.89,0.89,1.32,1.22,1.515,1.515,1897,1897,3345,4639,20.6,20.6,10.6,4.8,3.62,3.62,4.47,10.2,51.8,51.8,128,390.7,727,727,1522,2622,0.205,0.205,0.298,0.251,0.184,0.184,0.172,1.38,1.738,0.886,0.994537591096346,66.6058097726721
Ba2YNbO6,O,3,88.90585,92.90638,137.327,137.327,1.11,1.23,0.97,0.97,1.738,1.738,0.768,1.065,1.123,1.49,1.49,0.78,1.04,0.9,0.64,1.35,1.35,6.2171,6.75885,5.2117,5.2117,1.22,1.6,0.89,0.89,1.32,1.23,1.515,1.515,1897,1897,3345,4744,20.6,20.6,10.6,7.3,3.62,3.62,4.47,8.57,51.8,51.8,128,323,727,727,1522,2477,0.205,0.205,0.298,0.265,0.184,0.184,0.172,0.537,1.738,0.9165,0.980273120591555,65.7315369348819
Ba2YOsO6,O,3,88.90585,190.23,137.327,137.327,1.11,1.52,0.97,0.97,1.738,1.738,-300,1.065,1.123,1.49,1.49,0.715,1.04,0.9,0.58,1.35,1.35,6.2171,8.4382,5.2117,5.2117,1.22,2.2,0.89,0.89,1.32,1.17,1.515,1.515,1897,1897,3345,5012,20.6,20.6,10.6,5.1,3.62,3.62,4.47,22.59,51.8,51.8,128,304.1,727,727,1522,3033,0.205,0.205,0.298,0.13,0.184,0.184,0.172,0.876,1.738,-149.4675,-300,-1.03157282161153
Ba2YOsO6,O,3,88.90585,190.23,137.327,137.327,1.11,1.52,0.97,0.97,1.738,1.738,-300,1.065,1.123,1.49,1.49,0.715,1.04,0.9,0.58,1.35,1.35,6.2171,8.4382,5.2117,5.2117,1.22,2.2,0.89,0.89,1.32,1.17,1.515,1.515,1897,1897,3345,5012,20.6,20.6,10.6,5.1,3.62,3.62,4.47,22.59,51.8,51.8,128,304.1,727,727,1522,3033,0.205,0.205,0.298,0.13,0.184,0.184,0.172,0.876,1.738,-149.4675,-300,-1.03157282161153
Ba2YRuO6,O,3,88.90585,101.07,137.327,137.327,1.11,1.42,0.97,0.97,1.738,1.738,0.757,1.065,1.123,1.49,1.49,0.705,1.04,0.9,0.57,1.35,1.35,6.2171,7.3605,5.2117,5.2117,1.22,2.2,0.89,0.89,1.32,1.145,1.515,1.515,1897,1897,3345,4150,20.6,20.6,10.6,6.4,3.62,3.62,4.47,12.1,51.8,51.8,128,381.8,727,727,1522,2333,0.205,0.205,0.298,0.238,0.184,0.184,0.172,1.17,1.738,0.911,0.982815082950468,65.887492437477
Ba2YSbO6,O,3,88.90585,121.76,137.327,137.327,1.11,1.82,0.97,0.97,1.738,1.738,0.799,1.065,1.123,1.49,1.49,0.74,1.04,0.9,0.6,1.35,1.35,6.2171,8.6084,5.2117,5.2117,1.22,2.05,0.89,0.89,1.32,0.83,1.515,1.515,1897,1897,3345,1587,20.6,20.6,10.6,11,3.62,3.62,4.47,6.68,51.8,51.8,128,162.5,727,727,1522,630.63,0.205,0.205,0.298,0.207,0.184,0.184,0.172,0.243,1.738,0.932,0.973179640960757,65.2959717873236
Ba2YTaO6,O,NaN,88.90585,180.9479,137.327,137.327,1.11,1.33,0.97,0.97,1.738,1.738,0.777,1.065,1.123,1.49,1.49,0.78,1.04,0.9,0.64,1.35,1.35,6.2171,7.5496,5.2117,5.2117,1.22,1.5,0.89,0.89,1.32,1.28,1.515,1.515,1897,1897,3345,5458,20.6,20.6,10.6,6.3,3.62,3.62,4.47,16.4,51.8,51.8,128,202.1,727,727,1522,3007,0.205,0.205,0.298,0.14,0.184,0.184,0.172,0.575,1.738,0.921,0.978203092885003,65.6044850599169
Ba2YTaO6,O,3,88.90585,180.9479,137.327,137.327,1.11,1.33,0.97,0.97,1.738,1.738,0.777,1.065,1.123,1.49,1.49,0.78,1.04,0.9,0.64,1.35,1.35,6.2171,7.5496,5.2117,5.2117,1.22,1.5,0.89,0.89,1.32,1.28,1.515,1.515,1897,1897,3345,5458,20.6,20.6,10.6,6.3,3.62,3.62,4.47,16.4,51.8,51.8,128,202.1,727,727,1522,3007,0.205,0.205,0.298,0.14,0.184,0.184,0.172,0.575,1.738,0.921,0.978203092885003,65.6044850599169
